-0.14,-0.10,-16.83
-0.17,-0.09,-16.87
-0.23,-0.15,-16.91
-0.21,-0.24,-16.95
-0.04,-0.15,-16.98
-0.07,-0.20,-17.01
-0.12,-0.20,-17.04
-0.47,-0.00,-17.11
-0.52,0.15,-17.18
-0.63,0.09,-17.24
-0.61,0.21,-17.16
-0.93,0.76,-17.15
-0.60,0.27,-17.20
-0.72,0.34,-17.22
-0.59,0.36,-17.21
-0.58,0.28,-17.21
-0.71,0.33,-17.21
-1.00,0.05,-17.22
-1.52,-0.05,-17.24
-1.66,0.03,-17.49
-1.46,0.18,-17.67
-1.71,0.15,-17.82
-2.34,-0.14,-18.02
-2.33,-0.15,-18.21
-2.17,-0.14,-18.41
-1.92,-0.26,-18.88
-1.65,-0.96,-19.42
-1.15,-1.15,-19.96
-1.05,-1.05,-20.45
-0.60,-0.66,-20.91
-0.26,-0.58,-21.36
0.03,-0.72,-22.03
0.40,-0.72,-22.69
0.75,-0.64,-23.33
1.09,-0.51,-23.96
1.36,-0.52,-24.58
1.75,-0.73,-25.20
2.32,-0.86,-25.93
2.66,-0.92,-26.66
2.92,-0.94,-27.35
3.06,-0.91,-28.01
3.44,-0.97,-28.65
3.67,-0.62,-29.27
4.08,-0.68,-30.01
4.51,-0.86,-30.71
4.81,-0.78,-31.37
5.37,-1.01,-32.06
5.68,-1.11,-32.79
6.15,-1.31,-33.53
6.74,-1.03,-34.27
7.53,-1.10,-34.95
8.15,-0.81,-35.59
8.85,-0.88,-36.21
9.37,-0.76,-36.81
9.66,-1.10,-37.49
10.74,-1.66,-38.37
11.78,-1.84,-39.19
13.02,-1.90,-39.88
14.33,-1.87,-40.46
15.84,-2.09,-41.03
16.90,-2.10,-41.62
16.95,-1.76,-42.21
16.79,-1.56,-42.84
16.50,-1.83,-43.47
15.51,-1.94,-44.00
14.34,-1.82,-44.48
12.89,-1.72,-44.99
11.68,-1.70,-45.48
10.38,-1.97,-45.97
9.38,-2.14,-46.47
8.67,-1.93,-46.98
7.84,-1.65,-47.52
6.86,-1.33,-48.02
6.28,-0.86,-48.31
5.77,-0.30,-48.57
5.38,0.27,-48.83
4.58,0.86,-49.12
3.63,1.36,-49.44
2.48,1.73,-49.79
1.40,1.77,-50.23
0.62,1.97,-50.63
0.09,1.98,-51.00
-0.39,2.22,-51.36
-1.01,2.51,-51.69
-1.45,2.92,-52.00
-2.04,3.20,-51.27
-2.71,3.47,-50.57
-3.21,3.74,-49.87
-4.10,3.86,-49.20
-4.76,4.19,-48.51
-5.15,4.20,-47.85
-5.45,4.26,-48.28
-5.80,4.28,-48.74
-5.92,4.32,-49.19
-5.70,4.39,-49.65
-5.23,4.71,-50.13
-4.52,4.95,-50.65
-4.23,5.39,-52.08
-4.04,5.44,-53.54
-3.86,5.42,-54.99
-3.91,5.51,-56.43
-3.92,5.66,-57.87
-3.97,5.71,-59.29
-3.75,5.86,-60.49
-3.81,6.13,-61.65
-3.62,6.19,-62.92
-3.02,6.10,-64.21
-2.41,6.01,-65.50
-1.59,5.89,-66.79
-1.04,5.80,-68.08
-0.40,5.94,-69.29
0.40,5.93,-70.44
1.23,6.00,-71.58
2.15,6.26,-72.72
3.19,6.52,-73.82
3.59,6.64,-74.93
3.76,6.48,-75.95
4.10,6.38,-76.90
4.58,6.45,-77.78
5.26,6.38,-78.60
6.17,6.24,-79.41
6.97,6.36,-80.19
7.59,6.75,-80.84
8.22,6.96,-81.53
9.06,6.93,-82.27
9.63,6.80,-83.18
10.06,6.53,-84.23
9.99,6.26,-85.52
9.62,6.00,-86.81
9.14,5.94,-88.03
8.77,6.06,-89.10
8.59,6.03,-90.01
8.58,6.10,-90.74
8.49,6.36,-91.48
8.26,7.04,-92.17
8.64,7.71,-92.81
9.11,7.99,-93.52
9.34,7.87,-94.25
8.93,8.27,-94.87
8.67,8.67,-95.57
8.18,8.99,-96.15
7.84,9.41,-96.59
7.93,9.68,-96.81
8.47,9.98,-96.79
9.17,10.55,-96.55
9.71,11.03,-96.52
9.92,11.60,-96.56
9.99,12.52,-96.58
9.82,13.20,-96.67
9.52,13.72,-96.87
8.85,14.36,-97.15
7.62,14.97,-97.84
5.81,15.62,-98.63
3.67,16.05,-99.56
1.36,16.18,-100.58
-1.00,16.42,-101.71
-3.19,16.32,-102.78
-5.38,16.07,-103.85
-7.51,15.82,-104.90
-9.42,15.15,-105.91
-10.73,13.97,-106.85
-11.64,12.67,-107.84
-12.18,11.67,-108.81
-12.72,10.63,-108.42
-13.15,9.59,-108.02
-13.16,7.81,-107.58
-12.96,5.97,-107.20
-12.75,4.49,-106.85
-12.40,3.40,-106.52
-12.17,2.44,-105.41
-11.81,1.14,-104.23
-11.73,-0.49,-103.02
-11.16,-2.04,-101.84
-10.50,-3.12,-100.69
-9.92,-3.88,-99.55
-9.09,-4.63,-98.22
-8.15,-5.33,-96.92
-7.51,-5.89,-95.61
-7.36,-6.55,-94.26
-6.78,-7.26,-93.01
-6.34,-8.00,-91.83
-5.70,-8.62,-90.74
-5.24,-9.16,-89.69
-4.83,-9.47,-88.69
-4.68,-10.27,-87.66
-4.58,-10.89,-86.66
-4.46,-11.52,-85.67
-4.26,-12.25,-84.75
-3.77,-13.17,-83.93
-2.85,-13.78,-83.20
-1.96,-14.00,-82.45
-0.96,-14.12,-81.73
0.29,-14.33,-81.12
1.35,-14.37,-80.63
2.40,-14.18,-80.15
3.33,-13.86,-79.62
4.24,-13.59,-79.06
4.76,-13.10,-78.41
5.25,-12.51,-77.72
5.61,-11.73,-77.26
5.98,-11.06,-76.87
6.39,-10.38,-76.60
6.67,-9.36,-76.38
6.80,-8.75,-76.15
6.67,-8.11,-75.82
6.64,-7.46,-75.89
6.81,-6.71,-75.97
6.99,-6.07,-76.04
7.19,-5.33,-76.08
7.49,-4.54,-76.09
7.81,-3.63,-76.06
8.18,-2.77,-76.51
8.50,-1.65,-76.93
8.85,-0.69,-77.32
9.31,0.29,-77.68
9.60,1.46,-78.00
9.81,2.85,-78.24
10.19,4.52,-78.62
10.76,6.15,-78.80
11.37,8.21,-78.75
12.05,10.60,-78.46
12.96,13.08,-77.96
14.20,15.43,-77.33
15.47,17.57,-76.98
16.30,19.24,-76.82
16.79,20.56,-76.84
17.06,21.42,-77.04
16.96,21.79,-77.44
16.74,21.73,-78.02
15.84,21.11,-78.67
15.27,20.07,-79.28
14.69,19.19,-79.97
13.82,17.59,-80.84
13.21,15.98,-81.70
12.43,13.92,-82.61
11.26,11.67,-82.53
10.26,9.85,-82.32
9.56,8.24,-82.01
8.70,6.47,-81.66
7.63,4.56,-81.31
6.63,2.61,-80.95
5.49,1.03,-79.70
4.48,-0.39,-78.41
3.60,-2.01,-77.14
2.77,-3.70,-75.89
1.40,-5.56,-74.59
-0.05,-7.37,-73.24
-1.30,-8.90,-71.74
-2.18,-10.04,-70.26
-2.98,-11.05,-68.76
-3.99,-11.67,-67.19
-5.65,-12.25,-65.43
-7.28,-12.28,-63.59
-8.66,-12.47,-61.66
-9.54,-12.39,-59.78
-10.44,-12.45,-57.83
-11.42,-12.58,-55.81
-12.35,-12.63,-53.71
-12.98,-13.01,-51.67
-13.13,-13.18,-49.79
-13.16,-13.34,-48.04
-13.53,-13.15,-46.25
-13.60,-12.77,-44.54
-13.40,-12.40,-42.93
-13.16,-11.97,-41.32
-12.83,-11.51,-39.65
-12.37,-10.75,-37.97
-12.09,-9.86,-36.30
-12.02,-9.03,-34.65
-11.88,-8.09,-33.00
-11.74,-7.26,-31.30
-11.69,-6.55,-29.73
-11.79,-5.86,-28.14
-12.01,-4.92,-26.53
-12.01,-3.97,-24.88
-11.97,-3.22,-23.20
-12.00,-2.42,-21.46
-11.83,-1.77,-20.52
-11.59,-1.12,-19.62
-11.40,-0.55,-18.73
-11.17,-0.27,-17.87
-10.73,0.18,-17.04
-10.22,0.81,-16.27
-9.83,1.80,-16.00
-9.54,2.54,-15.76
-9.27,3.26,-15.53
-9.00,3.93,-15.30
-8.86,4.51,-15.08
-8.72,5.07,-14.85
-8.66,5.61,-14.85
-8.63,6.17,-14.85
-8.62,6.63,-14.83
-8.61,7.10,-14.79
-8.53,7.76,-14.72
-8.39,8.47,-14.64
-8.20,9.81,-14.64
-7.98,11.72,-14.66
-7.68,13.77,-14.63
-7.30,16.12,-14.56
-6.95,18.55,-14.49
-6.51,20.96,-14.43
-6.16,23.25,-14.49
-5.96,25.31,-14.62
-6.14,27.11,-14.91
-6.19,28.58,-15.15
-6.21,29.60,-15.35
-6.16,30.30,-15.51
-6.26,30.93,-15.71
-6.60,31.58,-16.09
-6.71,32.11,-16.41
-6.67,32.00,-16.64
-6.53,31.80,-16.77
-6.94,31.50,-17.11
-6.85,30.65,-17.24
-6.68,29.60,-17.39
-6.69,28.88,-17.61
-6.58,28.01,-17.74
-6.38,26.82,-17.82
-5.84,25.19,-17.82
-5.46,23.69,-17.91
-5.31,22.12,-18.07
-4.91,20.40,-18.10
-4.63,18.82,-18.25
-4.20,16.89,-18.48
-4.12,14.90,-18.84
-4.31,12.81,-19.05
-4.44,10.49,-19.26
-4.30,8.46,-19.43
-4.13,6.96,-19.62
-3.90,5.51,-19.81
-3.31,4.04,-19.92
-2.45,2.49,-19.95
-1.52,1.14,-19.98
-0.54,-0.36,-19.94
0.30,-1.72,-19.85
1.10,-2.85,-19.73
1.78,-3.90,-19.60
2.00,-5.21,-19.56
2.39,-6.31,-19.54
2.57,-7.31,-19.51
2.67,-8.34,-19.50
2.66,-9.03,-19.52
2.56,-9.81,-19.54
2.16,-10.29,-19.43
1.84,-10.56,-19.30
1.34,-10.71,-19.14
1.09,-10.74,-19.05
0.89,-10.78,-18.98
0.77,-10.66,-18.91
0.71,-10.38,-18.77
0.97,-10.38,-18.69
1.09,-10.20,-18.58
1.16,-10.09,-18.44
0.99,-9.89,-18.23
0.97,-9.57,-18.05
1.19,-9.36,-17.92
1.05,-8.97,-17.74
1.04,-8.68,-17.60
0.92,-8.35,-17.47
0.79,-7.80,-17.33
0.64,-7.37,-17.17
0.44,-7.08,-17.03
0.39,-6.79,-16.93
0.26,-6.50,-16.82
0.19,-6.15,-16.73
0.33,-5.96,-16.67
0.42,-5.83,-16.62
0.51,-5.65,-16.59
0.48,-5.48,-16.56
0.33,-5.31,-16.49
0.28,-5.04,-16.42
0.18,-4.95,-16.33
0.28,-4.59,-16.26
0.31,-4.52,-16.22
0.46,-4.48,-16.20
0.59,-4.52,-16.20
0.63,-4.43,-16.17
0.59,-4.14,-16.14
0.63,-4.16,-16.13
0.64,-4.24,-16.19
0.59,-4.11,-16.23
0.37,-3.75,-16.25
0.33,-3.67,-16.29
0.22,-3.60,-16.33
0.35,-3.37,-16.36
0.12,-3.33,-16.38
0.18,-3.47,-16.41
0.13,-3.31,-16.45
0.05,-3.35,-16.49
-0.06,-3.28,-16.52
-0.13,-3.25,-16.55
-0.12,-3.27,-16.55
-0.13,-2.99,-16.52
-0.26,-2.90,-16.48
-0.08,-2.94,-16.46
-0.15,-2.97,-16.43
-0.14,-2.96,-16.39
-0.11,-2.83,-16.36
-0.13,-2.87,-16.36
-0.05,-2.79,-16.37
-0.14,-2.76,-16.35
-0.09,-2.71,-16.36
-0.06,-2.78,-16.39
-0.23,-2.54,-16.37
-0.26,-2.53,-16.33
-0.18,-2.53,-16.28
-0.08,-2.52,-16.24
0.08,-2.62,-16.22
0.02,-2.63,-16.18
-0.00,-2.74,-16.14
0.01,-2.40,-16.09
0.02,-2.13,-16.04
-0.12,-2.21,-16.00
-0.08,-2.35,-15.99
-0.12,-2.33,-15.99
-0.10,-2.33,-15.96
-0.16,-2.37,-15.92
-0.22,-2.31,-15.87
-0.44,-2.24,-15.83
-0.31,-2.33,-15.82
-0.28,-2.43,-15.80
-0.10,-2.58,-15.77
0.03,-2.69,-15.73
0.07,-3.05,-15.68
-0.14,-3.29,-15.60
-0.18,-3.66,-15.55
-0.11,-3.89,-15.51
-0.23,-4.23,-15.41
-0.32,-4.40,-15.32
-0.20,-4.37,-15.25
-0.25,-4.69,-15.20
-0.03,-5.07,-15.19
0.09,-5.39,-15.14
0.10,-5.51,-15.06
0.21,-5.47,-15.00
0.25,-5.89,-14.93
0.38,-6.19,-14.86
0.25,-6.28,-14.77
0.04,-6.31,-14.67
-0.02,-6.52,-14.60
-0.03,-6.73,-14.54
-0.18,-6.74,-14.45
-0.28,-6.60,-14.38
-0.36,-6.58,-14.30
-0.46,-6.62,-14.24
-0.56,-6.82,-14.14
-0.57,-6.76,-14.04
-0.60,-6.84,-13.95
-0.65,-6.76,-13.86
-0.55,-6.94,-13.79
-0.48,-7.02,-13.72
-0.35,-7.00,-13.63
-0.22,-7.25,-13.55
-0.18,-7.17,-13.46
-0.12,-7.26,-13.38
-0.14,-7.29,-13.30
-0.16,-7.48,-13.22
-0.17,-7.32,-13.17
-0.06,-7.28,-13.13
-0.02,-7.28,-13.07
-0.00,-7.24,-12.99
-0.36,-7.46,-12.88
-0.28,-7.38,-12.82
-0.25,-7.35,-12.74
-0.25,-7.10,-12.67
-0.39,-6.81,-12.58
-0.45,-6.44,-12.47
-0.52,-6.16,-12.36
-0.63,-6.00,-12.25
-0.54,-5.65,-12.14
-0.52,-5.22,-12.02
-0.49,-4.94,-11.89
-0.45,-4.78,-11.77
-0.34,-4.63,-11.68
-0.27,-4.48,-11.61
-0.23,-4.32,-11.53
-0.52,-4.43,-11.43
-0.67,-4.47,-11.34
-0.94,-4.68,-11.26
-0.95,-4.62,-11.19
-0.99,-4.34,-11.11
-1.35,-4.37,-10.90
-1.78,-4.62,-10.70
-1.98,-4.91,-10.55
-2.04,-5.11,-10.44
-2.08,-5.38,-10.36
-2.10,-5.58,-10.30
-2.15,-5.70,-10.17
-2.06,-6.11,-10.08
-1.87,-6.30,-10.01
-1.63,-6.32,-9.95
-1.42,-6.91,-9.87
-1.39,-7.35,-9.75
-1.23,-7.94,-9.68
-1.07,-8.43,-9.61
-1.10,-8.85,-9.49
-1.19,-9.45,-9.37
-1.18,-10.06,-9.26
-1.13,-10.60,-9.19
-1.01,-11.04,-9.15
-0.97,-11.49,-9.11
-0.93,-12.03,-9.07
-0.78,-12.40,-9.05
-0.73,-12.86,-9.00
-0.77,-13.26,-8.95
-0.63,-13.79,-8.93
-0.47,-14.48,-8.91
-0.36,-14.93,-8.89
-0.28,-15.34,-8.87
-0.24,-15.92,-8.84
-0.25,-16.41,-8.80
-0.22,-16.84,-8.77
-0.24,-17.28,-8.74
-0.24,-17.80,-8.71
-0.23,-18.30,-8.67
-0.13,-18.70,-8.67
-0.08,-19.12,-8.64
0.10,-19.56,-8.65
0.15,-19.83,-8.61
0.18,-20.13,-8.56
0.22,-20.42,-8.54
0.23,-20.69,-8.52
0.22,-21.09,-8.50
0.22,-21.53,-8.50
0.37,-21.91,-8.54
0.46,-22.28,-8.55
0.49,-22.72,-8.55
0.50,-23.18,-8.54
0.57,-23.53,-8.55
0.56,-23.85,-8.54
0.63,-24.32,-8.59
0.57,-24.84,-8.63
0.50,-25.39,-8.70
0.55,-26.11,-8.84
0.36,-26.64,-8.87
0.26,-27.22,-8.94
0.28,-27.59,-9.03
0.32,-28.03,-9.11
0.43,-28.45,-9.22
0.47,-28.72,-9.31
0.69,-29.00,-9.49
0.86,-29.24,-9.64
1.18,-29.36,-9.82
1.39,-29.53,-9.91
1.52,-29.63,-9.97
1.77,-29.51,-10.07
1.95,-29.25,-10.10
2.08,-28.83,-10.14
2.20,-28.45,-10.19
2.24,-28.07,-10.24
2.47,-27.48,-10.39
2.28,-26.99,-10.37
2.11,-26.28,-10.38
2.00,-25.54,-10.46
1.94,-24.61,-10.55
1.98,-23.46,-10.65
1.81,-22.23,-10.65
1.69,-20.86,-10.68
1.62,-19.96,-10.72
1.78,-18.92,-10.88
1.93,-17.83,-11.02
2.01,-16.80,-11.13
2.17,-15.69,-11.29
2.35,-14.75,-11.48
2.12,-13.93,-11.60
1.75,-12.94,-11.89
1.48,-11.80,-12.22
1.29,-10.48,-12.54
1.12,-9.31,-12.84
1.03,-8.25,-13.12
1.06,-7.25,-13.37
1.03,-5.98,-13.91
1.00,-4.81,-14.42
1.12,-3.59,-14.93
1.10,-2.50,-15.42
1.25,-1.36,-15.91
1.25,-0.07,-16.40
1.04,1.02,-17.61
0.96,2.11,-18.82
0.77,3.02,-20.02
0.56,3.91,-21.22
0.62,4.85,-22.38
0.60,5.67,-23.52
0.59,6.60,-24.79
0.55,7.26,-26.09
0.58,8.04,-27.42
0.59,8.56,-28.78
0.56,9.07,-30.16
0.47,9.66,-31.53
0.37,10.18,-32.73
0.37,10.66,-33.92
0.12,11.04,-35.17
0.08,11.30,-36.38
0.07,11.73,-37.62
0.04,12.25,-38.85
0.05,12.83,-40.01
0.14,13.30,-41.17
0.21,14.05,-42.38
0.39,14.74,-43.62
0.55,15.47,-44.87
0.61,16.34,-46.15
0.65,17.15,-47.42
0.88,17.94,-48.66
1.30,18.58,-49.88
1.61,19.04,-51.10
1.59,19.14,-52.32
1.49,19.26,-53.49
0.91,19.17,-54.72
0.57,18.80,-55.76
0.00,18.45,-56.72
-0.77,18.04,-57.55
-1.38,17.32,-58.20
-1.71,16.41,-58.68
-2.05,15.29,-59.07
-1.90,14.00,-59.47
-1.47,12.89,-59.95
-1.12,11.89,-60.70
-1.01,10.90,-61.67
-0.84,10.14,-62.71
-0.96,9.51,-63.88
-1.03,9.31,-65.08
-0.91,9.36,-66.27
-0.86,9.92,-67.32
-0.93,10.90,-68.32
-1.15,12.11,-69.36
-1.38,13.58,-70.36
-1.89,15.19,-71.38
-2.67,17.22,-72.38
-3.59,19.20,-73.35
-4.41,21.03,-74.29
-5.12,22.66,-75.18
-5.61,23.90,-76.01
-5.93,24.46,-76.86
-6.35,25.03,-77.80
-6.87,25.39,-78.81
-7.11,25.36,-79.73
-7.39,25.04,-80.71
-7.38,24.13,-81.70
-7.27,23.06,-82.72
-7.27,22.22,-83.80
-6.93,21.40,-84.79
-6.26,20.49,-85.78
-5.09,19.34,-86.71
-3.65,17.96,-86.77
-2.12,16.92,-86.79
-0.79,16.09,-86.84
0.29,15.33,-86.96
1.66,14.47,-86.97
2.59,13.54,-87.05
3.56,12.59,-86.26
4.48,11.50,-85.66
5.16,9.94,-85.21
5.50,8.76,-84.87
5.85,8.03,-84.50
6.11,7.29,-84.11
6.59,6.42,-83.30
7.29,5.49,-82.53
7.82,4.36,-81.84
8.30,3.43,-81.21
8.97,2.16,-80.72
9.69,0.71,-80.44
10.49,-0.61,-80.28
11.19,-1.62,-80.25
12.01,-2.40,-80.32
12.76,-3.09,-80.57
13.85,-3.95,-81.05
14.74,-4.76,-81.75
15.87,-5.31,-82.80
16.89,-5.85,-83.90
17.27,-6.30,-84.88
17.23,-6.49,-85.73
17.28,-6.73,-86.60
17.53,-7.12,-87.55
17.60,-7.67,-88.67
17.72,-7.52,-89.86
18.03,-7.56,-91.13
17.88,-7.94,-92.25
17.06,-7.91,-92.99
15.73,-7.22,-93.24
14.87,-6.37,-93.57
14.33,-5.36,-93.81
13.82,-4.52,-93.95
13.49,-4.10,-94.12
13.72,-3.70,-94.48
13.80,-3.33,-94.99
13.40,-2.97,-95.60
12.43,-2.54,-96.07
11.30,-1.93,-96.36
10.26,-1.53,-96.56
9.39,-1.01,-96.70
8.26,-0.38,-96.81
7.26,0.18,-97.24
6.52,0.66,-97.67
5.97,0.91,-98.05
5.48,1.14,-98.39
4.77,1.40,-98.63
4.28,1.72,-98.75
3.93,2.03,-99.31
3.73,2.29,-99.85
3.75,2.14,-100.35
3.38,2.00,-100.76
2.76,1.92,-101.05
2.26,1.81,-101.30
1.81,1.66,-101.94
1.33,1.46,-102.47
0.77,1.44,-102.84
0.15,1.40,-102.97
-0.47,1.62,-102.98
-0.79,1.74,-102.85
-1.36,1.83,-103.17
-1.91,2.11,-103.36
-2.41,2.24,-103.43
-2.92,2.31,-103.42
-3.22,2.38,-103.35
-3.40,2.44,-103.20
-3.48,2.59,-103.31
-3.61,2.52,-103.37
-3.52,2.42,-103.42
-3.50,2.56,-103.48
-3.57,2.66,-103.53
-3.45,2.81,-103.54
-3.28,2.86,-103.55
-2.86,2.78,-103.56
-2.52,2.82,-103.54
-2.27,3.03,-103.51
-2.12,3.19,-103.45
-2.07,3.40,-103.29
-2.20,3.87,-102.29
-2.11,4.38,-101.24
-1.77,5.05,-100.14
-1.55,5.16,-99.07
-1.33,5.12,-98.03
-1.19,5.32,-96.98
-1.01,5.71,-95.23
-0.80,6.11,-93.51
-0.31,6.45,-91.93
-0.10,6.50,-90.49
-0.07,6.12,-89.09
-0.34,6.23,-87.73
-0.25,6.44,-84.91
-0.02,6.28,-82.29
0.10,5.80,-79.79
-0.14,5.18,-77.40
-0.33,4.70,-75.05
-0.49,4.50,-72.78
-0.51,4.29,-70.43
-0.32,3.72,-68.21
-0.18,3.36,-66.05
-0.36,3.15,-63.95
-0.13,2.85,-61.89
0.08,2.93,-59.85
0.24,3.16,-57.76
0.22,3.35,-55.70
0.23,3.62,-53.69
0.39,3.62,-51.71
0.57,3.67,-49.73
0.79,3.52,-47.78
0.68,3.28,-45.88
0.48,3.16,-44.02
0.34,2.88,-42.15
0.01,2.70,-40.31
-0.28,2.33,-38.53
-0.55,1.77,-36.85
-0.93,1.27,-35.16
-1.17,0.93,-33.50
-1.37,0.77,-31.85
-1.60,0.55,-30.26
-1.88,0.63,-28.72
-2.08,0.58,-27.17
-2.07,0.64,-25.59
-1.87,0.50,-24.06
-1.93,0.42,-22.56
-2.08,0.48,-21.11
-2.10,0.33,-19.71
-1.85,0.44,-18.36
-1.94,0.34,-17.04
-1.97,0.31,-15.74
-1.75,0.27,-14.52
-1.53,-0.18,-13.37
-1.44,-0.28,-12.30
-1.06,-0.45,-11.28
-0.79,-0.55,-10.37
-0.83,-0.51,-9.48
-0.79,-0.57,-8.58
-0.60,-0.67,-7.70
-0.40,-1.01,-6.92
-0.47,-0.87,-6.19
-0.53,-0.80,-5.60
-0.53,-0.45,-5.00
-0.64,-0.52,-4.42
-0.54,-0.78,-3.90
-0.38,-0.89,-3.48
-0.14,-0.92,-3.07
0.03,-0.81,-2.63
0.08,-0.79,-2.15
0.30,-1.13,-1.70
0.49,-1.17,-1.33
0.60,-1.36,-1.06
0.76,-1.58,-0.82
0.83,-1.50,-0.63
1.12,-1.53,-0.45
1.26,-1.52,-0.32
1.28,-1.82,-0.36
1.21,-1.93,-0.50
1.12,-2.11,-0.63
1.03,-2.12,-0.74
1.10,-2.02,-0.81
1.23,-1.82,-0.90
1.63,-2.06,-1.04
1.99,-2.24,-1.19
2.24,-2.55,-1.34
2.45,-2.90,-1.49
2.46,-3.33,-1.60
2.63,-3.62,-1.67
2.36,-4.17,-1.68
2.09,-4.90,-1.63
1.93,-5.39,-1.58
1.62,-5.82,-1.44
1.24,-5.90,-1.26
1.05,-5.70,-1.01
0.95,-5.47,-0.73
0.91,-4.96,-0.49
0.76,-4.31,-0.28
0.72,-3.54,0.02
0.78,-2.21,0.32
1.07,-1.20,0.64
1.16,-0.00,0.93
1.19,0.96,1.16
0.99,1.85,1.32
0.52,2.84,1.53
0.42,3.94,1.64
0.16,5.12,1.67
-0.02,6.34,1.67
-0.41,7.90,1.62
-0.57,9.22,1.53
-0.71,10.20,1.97
-0.84,10.92,2.29
-1.21,11.62,2.55
-1.48,12.10,2.87
-1.53,12.44,3.27
-1.43,12.45,3.72
-1.34,12.02,4.09
-1.18,11.71,4.50
-1.36,11.42,4.88
-1.12,10.85,5.33
-0.98,10.09,5.69
-0.83,9.31,5.97
-0.66,8.33,5.57
-0.34,7.46,5.19
0.08,6.77,4.86
0.49,5.82,4.60
0.59,5.04,4.41
0.63,4.64,4.40
0.64,4.27,4.32
0.64,3.59,4.30
0.63,2.86,4.32
0.58,2.00,4.31
0.60,1.29,4.24
0.61,0.54,4.08
0.65,0.10,3.93
0.55,-0.16,3.77
0.52,-0.14,3.58
0.58,-0.02,3.38
0.61,0.19,3.18
0.51,0.84,3.04
0.28,1.59,2.94
-0.01,2.30,2.84
-0.12,2.76,2.74
-0.61,3.30,2.61
-0.90,3.78,2.52
-1.03,4.11,2.45
-1.08,4.18,2.71
-1.09,4.11,2.94
-0.96,4.00,3.14
-0.90,3.90,3.25
-0.91,3.82,3.25
-0.81,3.76,3.16
-0.64,3.66,2.88
-0.57,3.38,2.47
-0.71,3.37,1.96
-0.80,3.32,1.37
-1.04,3.35,0.70
-1.33,3.43,-0.07
-1.38,3.47,-0.96
-1.82,3.61,-1.88
-2.10,3.75,-2.71
-2.40,3.79,-3.45
-2.44,3.67,-4.15
-2.61,3.43,-4.89
-2.65,3.00,-5.67
-2.60,2.76,-6.48
-2.51,2.62,-7.32
-2.40,2.19,-8.19
-2.32,1.96,-8.99
-2.35,1.98,-9.74
-2.40,2.04,-10.62
-2.60,1.97,-11.51
-2.91,1.92,-12.24
-2.88,2.04,-12.82
-2.91,2.21,-13.23
